,ID,prediction
2,2019 X 9 X C1054 X AS27000,62
0,2019 X 7 X C1054 X AS27132,6
1,2019 X 8 X C1054 X AS27132,28
2,2019 X 9 X C1054 X AS27132,41
0,2019 X 7 X C1054 X AS27133,0
1,2019 X 8 X C1054 X AS27133,28
2,2019 X 9 X C1054 X AS27133,22
0,2019 X 7 X C1054 X AS27134,0
1,2019 X 8 X C1054 X AS27134,22
2,2019 X 9 X C1054 X AS27134,78
0,2019 X 7 X C1054 X AS27137,44
1,2019 X 8 X C1054 X AS27137,0
2,2019 X 9 X C1054 X AS27137,4
0,2019 X 7 X C1054 X AS27138,59
1,2019 X 8 X C1054 X AS27138,8
2,2019 X 9 X C1054 X AS27138,124
0,2019 X 7 X C1054 X AS27139,0
1,2019 X 8 X C1054 X AS27139,0
2,2019 X 9 X C1054 X AS27139,0
0,2019 X 7 X C1054 X AS42018,0
1,2019 X 8 X C1054 X AS42018,0
2,2019 X 9 X C1054 X AS42018,0
0,2019 X 7 X C1054 X AS46000,0
1,2019 X 8 X C1054 X AS46000,0
2,2019 X 9 X C1054 X AS46000,0
0,2019 X 7 X C1055 X AS17005,0
1,2019 X 8 X C1055 X AS17005,0
2,2019 X 9 X C1055 X AS17005,0
0,2019 X 7 X C1055 X AS21126,0
1,2019 X 8 X C1055 X AS21126,0
2,2019 X 9 X C1055 X AS21126,0
0,2019 X 7 X C1055 X AS27000,11
1,2019 X 8 X C1055 X AS27000,0
2,2019 X 9 X C1055 X AS27000,0
0,2019 X 7 X C1055 X AS27132,4
1,2019 X 8 X C1055 X AS27132,2
2,2019 X 9 X C1055 X AS27132,0
0,2019 X 7 X C1055 X AS27133,49
1,2019 X 8 X C1055 X AS27133,7
2,2019 X 9 X C1055 X AS27133,0
0,2019 X 7 X C1055 X AS27134,12
1,2019 X 8 X C1055 X AS27134,0
2,2019 X 9 X C1055 X AS27134,102
0,2019 X 7 X C1055 X AS27137,0
1,2019 X 8 X C1055 X AS27137,0
2,2019 X 9 X C1055 X AS27137,2
0,2019 X 7 X C1055 X AS27138,0
1,2019 X 8 X C1055 X AS27138,10
2,2019 X 9 X C1055 X AS27138,7
0,2019 X 7 X C1055 X AS27139,0
1,2019 X 8 X C1055 X AS27139,0
2,2019 X 9 X C1055 X AS27139,0
0,2019 X 7 X C1055 X AS42018,0
1,2019 X 8 X C1055 X AS42018,0
2,2019 X 9 X C1055 X AS42018,0
0,2019 X 7 X C1055 X AS46000,0
1,2019 X 8 X C1055 X AS46000,0
2,2019 X 9 X C1055 X AS46000,0
0,2019 X 7 X C1056 X AS17005,0
1,2019 X 8 X C1056 X AS17005,0
2,2019 X 9 X C1056 X AS17005,0
0,2019 X 7 X C1056 X AS21126,0
1,2019 X 8 X C1056 X AS21126,0
2,2019 X 9 X C1056 X AS21126,0
0,2019 X 7 X C1056 X AS27000,19
1,2019 X 8 X C1056 X AS27000,19
2,2019 X 9 X C1056 X AS27000,17
0,2019 X 7 X C1056 X AS27132,1
1,2019 X 8 X C1056 X AS27132,19
2,2019 X 9 X C1056 X AS27132,0
0,2019 X 7 X C1056 X AS27133,565
1,2019 X 8 X C1056 X AS27133,163
2,2019 X 9 X C1056 X AS27133,310
0,2019 X 7 X C1056 X AS27134,5
1,2019 X 8 X C1056 X AS27134,10
2,2019 X 9 X C1056 X AS27134,0
0,2019 X 7 X C1056 X AS27137,0
1,2019 X 8 X C1056 X AS27137,2
2,2019 X 9 X C1056 X AS27137,0
0,2019 X 7 X C1056 X AS27138,0
1,2019 X 8 X C1056 X AS27138,0
2,2019 X 9 X C1056 X AS27138,0
0,2019 X 7 X C1056 X AS27139,0
1,2019 X 8 X C1056 X AS27139,0
2,2019 X 9 X C1056 X AS27139,0
0,2019 X 7 X C1056 X AS42018,0
1,2019 X 8 X C1056 X AS42018,0
2,2019 X 9 X C1056 X AS42018,0
0,2019 X 7 X C1056 X AS46000,0
1,2019 X 8 X C1056 X AS46000,0
2,2019 X 9 X C1056 X AS46000,0
0,2019 X 7 X C1058 X AS17005,0
1,2019 X 8 X C1058 X AS17005,0
2,2019 X 9 X C1058 X AS17005,0
0,2019 X 7 X C1058 X AS21126,0
1,2019 X 8 X C1058 X AS21126,0
2,2019 X 9 X C1058 X AS21126,0
0,2019 X 7 X C1058 X AS27000,73
1,2019 X 8 X C1058 X AS27000,0
2,2019 X 9 X C1058 X AS27000,0
0,2019 X 7 X C1058 X AS27132,0
1,2019 X 8 X C1058 X AS27132,0
2,2019 X 9 X C1058 X AS27132,0
0,2019 X 7 X C1058 X AS27133,0
1,2019 X 8 X C1058 X AS27133,0
2,2019 X 9 X C1058 X AS27133,0
0,2019 X 7 X C1058 X AS27134,0
1,2019 X 8 X C1058 X AS27134,0
2,2019 X 9 X C1058 X AS27134,0
0,2019 X 7 X C1058 X AS27137,5
1,2019 X 8 X C1058 X AS27137,165
2,2019 X 9 X C1058 X AS27137,0
0,2019 X 7 X C1058 X AS27138,0
1,2019 X 8 X C1058 X AS27138,0
2,2019 X 9 X C1058 X AS27138,0
0,2019 X 7 X C1058 X AS27139,0
1,2019 X 8 X C1058 X AS27139,0
2,2019 X 9 X C1058 X AS27139,0
0,2019 X 7 X C1058 X AS42018,0
1,2019 X 8 X C1058 X AS42018,0
2,2019 X 9 X C1058 X AS42018,0
0,2019 X 7 X C1058 X AS46000,0
1,2019 X 8 X C1058 X AS46000,0
2,2019 X 9 X C1058 X AS46000,0
0,2019 X 7 X C1059 X AS17005,0
1,2019 X 8 X C1059 X AS17005,0
2,2019 X 9 X C1059 X AS17005,0
0,2019 X 7 X C1059 X AS21126,0
1,2019 X 8 X C1059 X AS21126,0
2,2019 X 9 X C1059 X AS21126,0
0,2019 X 7 X C1059 X AS27000,0
1,2019 X 8 X C1059 X AS27000,0
2,2019 X 9 X C1059 X AS27000,19
0,2019 X 7 X C1059 X AS27132,0
1,2019 X 8 X C1059 X AS27132,4
2,2019 X 9 X C1059 X AS27132,0
0,2019 X 7 X C1059 X AS27133,0
1,2019 X 8 X C1059 X AS27133,15
2,2019 X 9 X C1059 X AS27133,0
0,2019 X 7 X C1059 X AS27134,0
1,2019 X 8 X C1059 X AS27134,0
2,2019 X 9 X C1059 X AS27134,0
0,2019 X 7 X C1059 X AS27137,4
1,2019 X 8 X C1059 X AS27137,8
2,2019 X 9 X C1059 X AS27137,14
0,2019 X 7 X C1059 X AS27138,4
1,2019 X 8 X C1059 X AS27138,11
2,2019 X 9 X C1059 X AS27138,39
0,2019 X 7 X C1059 X AS27139,0
1,2019 X 8 X C1059 X AS27139,0
2,2019 X 9 X C1059 X AS27139,0
0,2019 X 7 X C1059 X AS42018,0
1,2019 X 8 X C1059 X AS42018,0
2,2019 X 9 X C1059 X AS42018,0
0,2019 X 7 X C1059 X AS46000,0
1,2019 X 8 X C1059 X AS46000,0
2,2019 X 9 X C1059 X AS46000,0
0,2019 X 7 X C1061 X AS17005,0
1,2019 X 8 X C1061 X AS17005,0
2,2019 X 9 X C1061 X AS17005,0
0,2019 X 7 X C1061 X AS21126,0
1,2019 X 8 X C1061 X AS21126,0
2,2019 X 9 X C1061 X AS21126,0
0,2019 X 7 X C1061 X AS27000,0
1,2019 X 8 X C1061 X AS27000,116
2,2019 X 9 X C1061 X AS27000,108
0,2019 X 7 X C1061 X AS27132,0
1,2019 X 8 X C1061 X AS27132,17
2,2019 X 9 X C1061 X AS27132,11
0,2019 X 7 X C1061 X AS27133,264
1,2019 X 8 X C1061 X AS27133,6
2,2019 X 9 X C1061 X AS27133,0
0,2019 X 7 X C1061 X AS27134,11
1,2019 X 8 X C1061 X AS27134,53
2,2019 X 9 X C1061 X AS27134,31
0,2019 X 7 X C1061 X AS27137,14
1,2019 X 8 X C1061 X AS27137,15
2,2019 X 9 X C1061 X AS27137,13
0,2019 X 7 X C1061 X AS27138,9
1,2019 X 8 X C1061 X AS27138,22
2,2019 X 9 X C1061 X AS27138,9
0,2019 X 7 X C1061 X AS27139,0
1,2019 X 8 X C1061 X AS27139,0
2,2019 X 9 X C1061 X AS27139,0
0,2019 X 7 X C1061 X AS42018,0
1,2019 X 8 X C1061 X AS42018,0
2,2019 X 9 X C1061 X AS42018,0
0,2019 X 7 X C1061 X AS46000,0
1,2019 X 8 X C1061 X AS46000,0
2,2019 X 9 X C1061 X AS46000,0
0,2019 X 7 X C1062 X AS17005,0
1,2019 X 8 X C1062 X AS17005,0
2,2019 X 9 X C1062 X AS17005,0
0,2019 X 7 X C1062 X AS21126,0
1,2019 X 8 X C1062 X AS21126,0
2,2019 X 9 X C1062 X AS21126,0
0,2019 X 7 X C1062 X AS27000,229
1,2019 X 8 X C1062 X AS27000,0
2,2019 X 9 X C1062 X AS27000,331
0,2019 X 7 X C1062 X AS27132,31
1,2019 X 8 X C1062 X AS27132,0
2,2019 X 9 X C1062 X AS27132,0
0,2019 X 7 X C1062 X AS27133,71
1,2019 X 8 X C1062 X AS27133,0
2,2019 X 9 X C1062 X AS27133,78
0,2019 X 7 X C1062 X AS27134,124
1,2019 X 8 X C1062 X AS27134,69
2,2019 X 9 X C1062 X AS27134,99
0,2019 X 7 X C1062 X AS27137,17
1,2019 X 8 X C1062 X AS27137,11
2,2019 X 9 X C1062 X AS27137,48
0,2019 X 7 X C1062 X AS27138,0
1,2019 X 8 X C1062 X AS27138,0
2,2019 X 9 X C1062 X AS27138,42
0,2019 X 7 X C1062 X AS27139,0
1,2019 X 8 X C1062 X AS27139,0
2,2019 X 9 X C1062 X AS27139,0
0,2019 X 7 X C1062 X AS42018,0
1,2019 X 8 X C1062 X AS42018,0
2,2019 X 9 X C1062 X AS42018,0
0,2019 X 7 X C1062 X AS46000,0
1,2019 X 8 X C1062 X AS46000,0
2,2019 X 9 X C1062 X AS46000,0
0,2019 X 7 X C1063 X AS17005,0
1,2019 X 8 X C1063 X AS17005,0
2,2019 X 9 X C1063 X AS17005,0
0,2019 X 7 X C1063 X AS21126,0
1,2019 X 8 X C1063 X AS21126,0
2,2019 X 9 X C1063 X AS21126,0
0,2019 X 7 X C1063 X AS27000,0
1,2019 X 8 X C1063 X AS27000,2
2,2019 X 9 X C1063 X AS27000,1
0,2019 X 7 X C1063 X AS27132,0
1,2019 X 8 X C1063 X AS27132,0
2,2019 X 9 X C1063 X AS27132,1
0,2019 X 7 X C1063 X AS27133,0
1,2019 X 8 X C1063 X AS27133,8
2,2019 X 9 X C1063 X AS27133,1
0,2019 X 7 X C1063 X AS27134,0
1,2019 X 8 X C1063 X AS27134,0
2,2019 X 9 X C1063 X AS27134,3
0,2019 X 7 X C1063 X AS27137,0
1,2019 X 8 X C1063 X AS27137,2
2,2019 X 9 X C1063 X AS27137,0
0,2019 X 7 X C1063 X AS27138,0
1,2019 X 8 X C1063 X AS27138,1
2,2019 X 9 X C1063 X AS27138,0
0,2019 X 7 X C1063 X AS27139,0
1,2019 X 8 X C1063 X AS27139,0
2,2019 X 9 X C1063 X AS27139,0
0,2019 X 7 X C1063 X AS42018,0
1,2019 X 8 X C1063 X AS42018,0
2,2019 X 9 X C1063 X AS42018,0
0,2019 X 7 X C1063 X AS46000,0
1,2019 X 8 X C1063 X AS46000,0
2,2019 X 9 X C1063 X AS46000,0
0,2019 X 7 X C1066 X AS17005,0
1,2019 X 8 X C1066 X AS17005,0
2,2019 X 9 X C1066 X AS17005,0
0,2019 X 7 X C1066 X AS21126,0
1,2019 X 8 X C1066 X AS21126,0
2,2019 X 9 X C1066 X AS21126,0
0,2019 X 7 X C1066 X AS27000,166
1,2019 X 8 X C1066 X AS27000,0
2,2019 X 9 X C1066 X AS27000,140
0,2019 X 7 X C1066 X AS27132,8
1,2019 X 8 X C1066 X AS27132,0
2,2019 X 9 X C1066 X AS27132,12
0,2019 X 7 X C1066 X AS27133,0
1,2019 X 8 X C1066 X AS27133,9
2,2019 X 9 X C1066 X AS27133,132
0,2019 X 7 X C1066 X AS27134,0
1,2019 X 8 X C1066 X AS27134,35
2,2019 X 9 X C1066 X AS27134,59
0,2019 X 7 X C1066 X AS27137,0
1,2019 X 8 X C1066 X AS27137,0
2,2019 X 9 X C1066 X AS27137,0
0,2019 X 7 X C1066 X AS27138,4
1,2019 X 8 X C1066 X AS27138,0
2,2019 X 9 X C1066 X AS27138,3
0,2019 X 7 X C1066 X AS27139,0
1,2019 X 8 X C1066 X AS27139,0
2,2019 X 9 X C1066 X AS27139,0
0,2019 X 7 X C1066 X AS42018,0
1,2019 X 8 X C1066 X AS42018,0
2,2019 X 9 X C1066 X AS42018,0
0,2019 X 7 X C1066 X AS46000,0
1,2019 X 8 X C1066 X AS46000,0
2,2019 X 9 X C1066 X AS46000,0
0,2019 X 7 X C1067 X AS17005,0
1,2019 X 8 X C1067 X AS17005,0
2,2019 X 9 X C1067 X AS17005,0
0,2019 X 7 X C1067 X AS21126,0
1,2019 X 8 X C1067 X AS21126,0
2,2019 X 9 X C1067 X AS21126,0
0,2019 X 7 X C1067 X AS27000,21
1,2019 X 8 X C1067 X AS27000,32
2,2019 X 9 X C1067 X AS27000,24
0,2019 X 7 X C1067 X AS27132,0
1,2019 X 8 X C1067 X AS27132,24
2,2019 X 9 X C1067 X AS27132,0
0,2019 X 7 X C1067 X AS27133,0
1,2019 X 8 X C1067 X AS27133,4
2,2019 X 9 X C1067 X AS27133,0
0,2019 X 7 X C1067 X AS27134,13
1,2019 X 8 X C1067 X AS27134,0
2,2019 X 9 X C1067 X AS27134,0
0,2019 X 7 X C1067 X AS27137,1
1,2019 X 8 X C1067 X AS27137,12
2,2019 X 9 X C1067 X AS27137,4
0,2019 X 7 X C1067 X AS27138,0
1,2019 X 8 X C1067 X AS27138,0
2,2019 X 9 X C1067 X AS27138,0
0,2019 X 7 X C1067 X AS27139,0
1,2019 X 8 X C1067 X AS27139,0
2,2019 X 9 X C1067 X AS27139,0
0,2019 X 7 X C1067 X AS42018,0
1,2019 X 8 X C1067 X AS42018,0
2,2019 X 9 X C1067 X AS42018,0
0,2019 X 7 X C1067 X AS46000,0
1,2019 X 8 X C1067 X AS46000,0
2,2019 X 9 X C1067 X AS46000,0
0,2019 X 7 X C1069 X AS17005,0
1,2019 X 8 X C1069 X AS17005,0
2,2019 X 9 X C1069 X AS17005,0
0,2019 X 7 X C1069 X AS21126,0
1,2019 X 8 X C1069 X AS21126,0
2,2019 X 9 X C1069 X AS21126,0
0,2019 X 7 X C1069 X AS27000,382
1,2019 X 8 X C1069 X AS27000,0
2,2019 X 9 X C1069 X AS27000,250
0,2019 X 7 X C1069 X AS27132,8
1,2019 X 8 X C1069 X AS27132,8
2,2019 X 9 X C1069 X AS27132,0
0,2019 X 7 X C1069 X AS27133,32
1,2019 X 8 X C1069 X AS27133,0
2,2019 X 9 X C1069 X AS27133,77
0,2019 X 7 X C1069 X AS27134,1
1,2019 X 8 X C1069 X AS27134,0
2,2019 X 9 X C1069 X AS27134,8
0,2019 X 7 X C1069 X AS27137,18
1,2019 X 8 X C1069 X AS27137,2
2,2019 X 9 X C1069 X AS27137,41
0,2019 X 7 X C1069 X AS27138,0
1,2019 X 8 X C1069 X AS27138,0
2,2019 X 9 X C1069 X AS27138,0
0,2019 X 7 X C1069 X AS27139,0
1,2019 X 8 X C1069 X AS27139,0
2,2019 X 9 X C1069 X AS27139,0
0,2019 X 7 X C1069 X AS42018,2
1,2019 X 8 X C1069 X AS42018,1
2,2019 X 9 X C1069 X AS42018,1
0,2019 X 7 X C1069 X AS46000,0
1,2019 X 8 X C1069 X AS46000,0
2,2019 X 9 X C1069 X AS46000,0
0,2019 X 7 X C1070 X AS17005,0
1,2019 X 8 X C1070 X AS17005,0
2,2019 X 9 X C1070 X AS17005,0
0,2019 X 7 X C1070 X AS21126,0
1,2019 X 8 X C1070 X AS21126,0
2,2019 X 9 X C1070 X AS21126,0
0,2019 X 7 X C1070 X AS27000,1
1,2019 X 8 X C1070 X AS27000,12
2,2019 X 9 X C1070 X AS27000,10
0,2019 X 7 X C1070 X AS27132,8
1,2019 X 8 X C1070 X AS27132,0
2,2019 X 9 X C1070 X AS27132,0
0,2019 X 7 X C1070 X AS27133,0
1,2019 X 8 X C1070 X AS27133,0
2,2019 X 9 X C1070 X AS27133,0
0,2019 X 7 X C1070 X AS27134,18
1,2019 X 8 X C1070 X AS27134,0
2,2019 X 9 X C1070 X AS27134,0
0,2019 X 7 X C1070 X AS27137,0
1,2019 X 8 X C1070 X AS27137,0
2,2019 X 9 X C1070 X AS27137,0
0,2019 X 7 X C1070 X AS27138,0
1,2019 X 8 X C1070 X AS27138,0
2,2019 X 9 X C1070 X AS27138,0
0,2019 X 7 X C1070 X AS27139,0
1,2019 X 8 X C1070 X AS27139,0
2,2019 X 9 X C1070 X AS27139,0
0,2019 X 7 X C1070 X AS42018,0
1,2019 X 8 X C1070 X AS42018,0
2,2019 X 9 X C1070 X AS42018,0
0,2019 X 7 X C1070 X AS46000,0
1,2019 X 8 X C1070 X AS46000,0
2,2019 X 9 X C1070 X AS46000,0
0,2019 X 7 X C1072 X AS17005,0
1,2019 X 8 X C1072 X AS17005,0
2,2019 X 9 X C1072 X AS17005,0
0,2019 X 7 X C1072 X AS21126,0
1,2019 X 8 X C1072 X AS21126,0
2,2019 X 9 X C1072 X AS21126,0
0,2019 X 7 X C1072 X AS27000,0
1,2019 X 8 X C1072 X AS27000,0
2,2019 X 9 X C1072 X AS27000,7
0,2019 X 7 X C1072 X AS27132,2
1,2019 X 8 X C1072 X AS27132,2
2,2019 X 9 X C1072 X AS27132,0
0,2019 X 7 X C1072 X AS27133,11
1,2019 X 8 X C1072 X AS27133,0
2,2019 X 9 X C1072 X AS27133,0
0,2019 X 7 X C1072 X AS27134,0
1,2019 X 8 X C1072 X AS27134,0
2,2019 X 9 X C1072 X AS27134,0
0,2019 X 7 X C1072 X AS27137,1
1,2019 X 8 X C1072 X AS27137,3
2,2019 X 9 X C1072 X AS27137,0
0,2019 X 7 X C1072 X AS27138,0
1,2019 X 8 X C1072 X AS27138,0
2,2019 X 9 X C1072 X AS27138,0
0,2019 X 7 X C1072 X AS27139,0
1,2019 X 8 X C1072 X AS27139,0
2,2019 X 9 X C1072 X AS27139,0
0,2019 X 7 X C1072 X AS42018,0
1,2019 X 8 X C1072 X AS42018,0
2,2019 X 9 X C1072 X AS42018,0
0,2019 X 7 X C1072 X AS46000,0
1,2019 X 8 X C1072 X AS46000,0
2,2019 X 9 X C1072 X AS46000,0
0,2019 X 7 X C1073 X AS17005,0
1,2019 X 8 X C1073 X AS17005,0
2,2019 X 9 X C1073 X AS17005,0
0,2019 X 7 X C1073 X AS21126,0
1,2019 X 8 X C1073 X AS21126,0
2,2019 X 9 X C1073 X AS21126,0
0,2019 X 7 X C1073 X AS27000,74
1,2019 X 8 X C1073 X AS27000,0
2,2019 X 9 X C1073 X AS27000,40
0,2019 X 7 X C1073 X AS27132,0
1,2019 X 8 X C1073 X AS27132,0
2,2019 X 9 X C1073 X AS27132,4
0,2019 X 7 X C1073 X AS27133,68
1,2019 X 8 X C1073 X AS27133,64
2,2019 X 9 X C1073 X AS27133,37
0,2019 X 7 X C1073 X AS27134,0
1,2019 X 8 X C1073 X AS27134,8
2,2019 X 9 X C1073 X AS27134,0
0,2019 X 7 X C1073 X AS27137,31
1,2019 X 8 X C1073 X AS27137,5
2,2019 X 9 X C1073 X AS27137,25
0,2019 X 7 X C1073 X AS27138,11
1,2019 X 8 X C1073 X AS27138,19
2,2019 X 9 X C1073 X AS27138,15
0,2019 X 7 X C1073 X AS27139,0
1,2019 X 8 X C1073 X AS27139,0
2,2019 X 9 X C1073 X AS27139,0
0,2019 X 7 X C1073 X AS42018,0
1,2019 X 8 X C1073 X AS42018,0
2,2019 X 9 X C1073 X AS42018,0
0,2019 X 7 X C1073 X AS46000,0
1,2019 X 8 X C1073 X AS46000,0
2,2019 X 9 X C1073 X AS46000,0
0,2019 X 7 X C1074 X AS17005,0
1,2019 X 8 X C1074 X AS17005,0
2,2019 X 9 X C1074 X AS17005,0
0,2019 X 7 X C1074 X AS21126,0
1,2019 X 8 X C1074 X AS21126,0
2,2019 X 9 X C1074 X AS21126,0
0,2019 X 7 X C1074 X AS27000,45
1,2019 X 8 X C1074 X AS27000,20
2,2019 X 9 X C1074 X AS27000,93
0,2019 X 7 X C1074 X AS27132,0
1,2019 X 8 X C1074 X AS27132,0
2,2019 X 9 X C1074 X AS27132,0
0,2019 X 7 X C1074 X AS27133,0
1,2019 X 8 X C1074 X AS27133,0
2,2019 X 9 X C1074 X AS27133,11
0,2019 X 7 X C1074 X AS27134,15
1,2019 X 8 X C1074 X AS27134,17
2,2019 X 9 X C1074 X AS27134,31
0,2019 X 7 X C1074 X AS27137,4
1,2019 X 8 X C1074 X AS27137,14
2,2019 X 9 X C1074 X AS27137,20
0,2019 X 7 X C1074 X AS27138,0
1,2019 X 8 X C1074 X AS27138,17
2,2019 X 9 X C1074 X AS27138,24
0,2019 X 7 X C1074 X AS27139,0
1,2019 X 8 X C1074 X AS27139,0
2,2019 X 9 X C1074 X AS27139,0
0,2019 X 7 X C1074 X AS42018,0
1,2019 X 8 X C1074 X AS42018,0
2,2019 X 9 X C1074 X AS42018,0
0,2019 X 7 X C1074 X AS46000,0
1,2019 X 8 X C1074 X AS46000,0
2,2019 X 9 X C1074 X AS46000,0
0,2019 X 7 X C1077 X AS17005,0
1,2019 X 8 X C1077 X AS17005,1
2,2019 X 9 X C1077 X AS17005,0
0,2019 X 7 X C1077 X AS21126,0
1,2019 X 8 X C1077 X AS21126,2
2,2019 X 9 X C1077 X AS21126,0
0,2019 X 7 X C1077 X AS27000,389
1,2019 X 8 X C1077 X AS27000,225
2,2019 X 9 X C1077 X AS27000,338
0,2019 X 7 X C1077 X AS27132,90
1,2019 X 8 X C1077 X AS27132,1
2,2019 X 9 X C1077 X AS27132,122
0,2019 X 7 X C1077 X AS27133,28
1,2019 X 8 X C1077 X AS27133,6
2,2019 X 9 X C1077 X AS27133,11
0,2019 X 7 X C1077 X AS27134,0
1,2019 X 8 X C1077 X AS27134,8
2,2019 X 9 X C1077 X AS27134,35
0,2019 X 7 X C1077 X AS27137,18
1,2019 X 8 X C1077 X AS27137,0
2,2019 X 9 X C1077 X AS27137,33
0,2019 X 7 X C1077 X AS27138,12
1,2019 X 8 X C1077 X AS27138,3
2,2019 X 9 X C1077 X AS27138,8
0,2019 X 7 X C1077 X AS27139,0
1,2019 X 8 X C1077 X AS27139,1
2,2019 X 9 X C1077 X AS27139,1
0,2019 X 7 X C1077 X AS42018,0
1,2019 X 8 X C1077 X AS42018,0
2,2019 X 9 X C1077 X AS42018,0
0,2019 X 7 X C1077 X AS46000,0
1,2019 X 8 X C1077 X AS46000,0
2,2019 X 9 X C1077 X AS46000,36
0,2019 X 7 X C1078 X AS17005,0
1,2019 X 8 X C1078 X AS17005,0
2,2019 X 9 X C1078 X AS17005,0
0,2019 X 7 X C1078 X AS21126,0
1,2019 X 8 X C1078 X AS21126,0
2,2019 X 9 X C1078 X AS21126,0
0,2019 X 7 X C1078 X AS27000,179
1,2019 X 8 X C1078 X AS27000,147
2,2019 X 9 X C1078 X AS27000,336
0,2019 X 7 X C1078 X AS27132,25
1,2019 X 8 X C1078 X AS27132,0
2,2019 X 9 X C1078 X AS27132,0
0,2019 X 7 X C1078 X AS27133,0
1,2019 X 8 X C1078 X AS27133,59
2,2019 X 9 X C1078 X AS27133,10
0,2019 X 7 X C1078 X AS27134,3
1,2019 X 8 X C1078 X AS27134,0
2,2019 X 9 X C1078 X AS27134,60
0,2019 X 7 X C1078 X AS27137,11
1,2019 X 8 X C1078 X AS27137,7
2,2019 X 9 X C1078 X AS27137,5
0,2019 X 7 X C1078 X AS27138,12
1,2019 X 8 X C1078 X AS27138,8
2,2019 X 9 X C1078 X AS27138,4
0,2019 X 7 X C1078 X AS27139,0
1,2019 X 8 X C1078 X AS27139,0
2,2019 X 9 X C1078 X AS27139,0
0,2019 X 7 X C1078 X AS42018,0
1,2019 X 8 X C1078 X AS42018,1
2,2019 X 9 X C1078 X AS42018,0
0,2019 X 7 X C1078 X AS46000,0
1,2019 X 8 X C1078 X AS46000,0
2,2019 X 9 X C1078 X AS46000,0
0,2019 X 7 X C1080 X AS17005,0
1,2019 X 8 X C1080 X AS17005,0
2,2019 X 9 X C1080 X AS17005,0
0,2019 X 7 X C1080 X AS21126,0
1,2019 X 8 X C1080 X AS21126,0
2,2019 X 9 X C1080 X AS21126,0
0,2019 X 7 X C1080 X AS27000,0
1,2019 X 8 X C1080 X AS27000,102
2,2019 X 9 X C1080 X AS27000,0
0,2019 X 7 X C1080 X AS27132,12
1,2019 X 8 X C1080 X AS27132,12
2,2019 X 9 X C1080 X AS27132,22
0,2019 X 7 X C1080 X AS27133,0
1,2019 X 8 X C1080 X AS27133,0
2,2019 X 9 X C1080 X AS27133,0
0,2019 X 7 X C1080 X AS27134,0
1,2019 X 8 X C1080 X AS27134,0
2,2019 X 9 X C1080 X AS27134,0
0,2019 X 7 X C1080 X AS27137,0
1,2019 X 8 X C1080 X AS27137,0
2,2019 X 9 X C1080 X AS27137,0
0,2019 X 7 X C1080 X AS27138,0
1,2019 X 8 X C1080 X AS27138,0
2,2019 X 9 X C1080 X AS27138,0
0,2019 X 7 X C1080 X AS27139,0
1,2019 X 8 X C1080 X AS27139,0
2,2019 X 9 X C1080 X AS27139,0
0,2019 X 7 X C1080 X AS42018,0
1,2019 X 8 X C1080 X AS42018,0
2,2019 X 9 X C1080 X AS42018,0
0,2019 X 7 X C1080 X AS46000,0
1,2019 X 8 X C1080 X AS46000,0
2,2019 X 9 X C1080 X AS46000,0
0,2019 X 7 X C1082 X AS17005,0
1,2019 X 8 X C1082 X AS17005,0
2,2019 X 9 X C1082 X AS17005,0
0,2019 X 7 X C1082 X AS21126,0
1,2019 X 8 X C1082 X AS21126,0
2,2019 X 9 X C1082 X AS21126,0
0,2019 X 7 X C1082 X AS27000,22
1,2019 X 8 X C1082 X AS27000,16
2,2019 X 9 X C1082 X AS27000,50
0,2019 X 7 X C1082 X AS27132,0
1,2019 X 8 X C1082 X AS27132,0
2,2019 X 9 X C1082 X AS27132,6
0,2019 X 7 X C1082 X AS27133,59
1,2019 X 8 X C1082 X AS27133,84
2,2019 X 9 X C1082 X AS27133,14
0,2019 X 7 X C1082 X AS27134,14
1,2019 X 8 X C1082 X AS27134,42
2,2019 X 9 X C1082 X AS27134,53
0,2019 X 7 X C1082 X AS27137,9
1,2019 X 8 X C1082 X AS27137,9
2,2019 X 9 X C1082 X AS27137,2
0,2019 X 7 X C1082 X AS27138,3
1,2019 X 8 X C1082 X AS27138,5
2,2019 X 9 X C1082 X AS27138,1
0,2019 X 7 X C1082 X AS27139,0
1,2019 X 8 X C1082 X AS27139,0
2,2019 X 9 X C1082 X AS27139,0
0,2019 X 7 X C1082 X AS42018,0
1,2019 X 8 X C1082 X AS42018,0
2,2019 X 9 X C1082 X AS42018,0
0,2019 X 7 X C1082 X AS46000,0
1,2019 X 8 X C1082 X AS46000,0
2,2019 X 9 X C1082 X AS46000,0
0,2019 X 7 X C1083 X AS17005,0
1,2019 X 8 X C1083 X AS17005,0
2,2019 X 9 X C1083 X AS17005,0
0,2019 X 7 X C1083 X AS21126,0
1,2019 X 8 X C1083 X AS21126,0
2,2019 X 9 X C1083 X AS21126,0
0,2019 X 7 X C1083 X AS27000,0
1,2019 X 8 X C1083 X AS27000,3
2,2019 X 9 X C1083 X AS27000,0
0,2019 X 7 X C1083 X AS27132,0
1,2019 X 8 X C1083 X AS27132,0
2,2019 X 9 X C1083 X AS27132,0
0,2019 X 7 X C1083 X AS27133,43
1,2019 X 8 X C1083 X AS27133,0
2,2019 X 9 X C1083 X AS27133,0
0,2019 X 7 X C1083 X AS27134,0
1,2019 X 8 X C1083 X AS27134,0
